team_a,team_b,matches,team_a_wins,team_b_wins,draws,team_a_goal_diff
Abkhazia,Artsakh,1,0,0,1,0
Abkhazia,Chameria,2,1,0,1,2
Abkhazia,Sápmi,1,1,0,0,1
Abkhazia,Western Armenia,1,0,0,1,0
Afghanistan,Bangladesh,4,1,0,3,1
Afghanistan,Cambodia,1,0,0,1,0
Afghanistan,Hong Kong,1,0,1,0,-1
Afghanistan,India,5,1,1,3,0
Afghanistan,Indonesia,2,2,0,0,2
Afghanistan,Iran,1,0,1,0,-5
Afghanistan,Kuwait,2,0,2,0,-5
Afghanistan,Malaysia,1,0,1,0,-1
Afghanistan,Maldives,1,1,0,0,1
Afghanistan,Mongolia,2,2,0,0,2
Afghanistan,Myanmar,1,0,1,0,-1
Afghanistan,Nepal,1,0,1,0,-2
Afghanistan,Oman,2,0,2,0,-4
Afghanistan,Pakistan,4,0,2,2,-4
Afghanistan,Philippines,1,0,1,0,-1
Afghanistan,Qatar,4,0,3,1,-14
Afghanistan,Singapore,1,0,0,1,0
Afghanistan,Syria,1,0,1,0,-1
Afghanistan,Tajikistan,2,0,1,1,-2
Afghanistan,Thailand,1,0,1,0,-2
Afghanistan,Vietnam,1,0,1,0,-2
Albania,Andorra,6,5,0,1,9
Albania,Armenia,1,1,0,0,2
Albania,Azerbaijan,1,1,0,0,2
Albania,Belarus,2,2,0,0,3
Albania,Bulgaria,1,1,0,0,2
Albania,Chile,1,0,1,0,-3
Albania,Croatia,1,0,0,1,0
Albania,Czech Republic,5,1,2,2,-1
Albania,England,4,0,4,0,-11
Albania,Estonia,1,0,0,1,0
Albania,Faroe Islands,2,1,0,1,2
Albania,France,2,0,2,0,-5
Albania,Georgia,3,1,1,1,0
Albania,Gibraltar,1,1,0,0,1
Albania,Hungary,2,2,0,0,2
Albania,Iceland,4,1,1,2,1
Albania,Israel,3,0,3,0,-3
Albania,Italy,2,0,2,0,-3
Albania,Jordan,1,1,0,0,2
Albania,Kazakhstan,2,1,0,1,2
Albania,Kosovo,1,1,0,0,1
Albania,Latvia,2,1,0,1,1
Albania,Liechtenstein,1,1,0,0,3
Albania,Lithuania,2,0,1,1,-1
Albania,Luxembourg,1,0,1,0,-1
Albania,Moldova,4,3,0,1,8
Albania,Poland,5,1,4,0,-4
Albania,Qatar,1,0,1,0,-1
Albania,San Marino,2,2,0,0,7
Albania,Saudi Arabia,1,0,0,1,0
Albania,Serbia,2,1,0,1,1
Albania,Spain,2,0,2,0,-2
Albania,Sweden,1,0,1,0,-1
Albania,Turkey,2,0,2,0,-3
Albania,Ukraine,3,1,2,0,-1
Albania,Wales,1,0,0,1,0
Alderney,Guernsey,1,0,1,0,-2
Alderney,Hitra,1,0,1,0,-2
Alderney,Isle of Man,1,0,1,0,-5
Alderney,Jersey,2,0,2,0,-7
Alderney,Orkney,1,1,0,0,1
Algeria,Angola,1,0,0,1,0
Algeria,Argentina,1,0,1,0,-3
Algeria,Bahrain,1,1,0,0,4
Algeria,Benin,1,1,0,0,1
Algeria,Bolivia,2,2,0,0,5
Algeria,Botswana,4,4,0,0,10
Algeria,Burkina Faso,4,1,0,3,1
Algeria,Burundi,2,1,0,1,4
Algeria,Cameroon,2,1,1,0,0
Algeria,Cape Verde,1,1,0,0,4
Algeria,Colombia,1,1,0,0,3
Algeria,DR Congo,2,1,0,1,1
Algeria,Djibouti,2,2,0,0,12
Algeria,Egypt,2,0,0,2,0
Algeria,Equatorial Guinea,4,2,1,1,3
Algeria,Gambia,1,0,0,1,0
Algeria,Ghana,1,1,0,0,3
Algeria,Guatemala,1,1,0,0,7
Algeria,Guinea,4,2,1,1,3
Algeria,Iran,1,1,0,0,1
Algeria,Iraq,1,1,0,0,2
Algeria,Ivory Coast,2,0,1,1,-2
Algeria,Jordan,1,1,0,0,1
Algeria,Kenya,1,1,0,0,2
Algeria,Lebanon,1,1,0,0,2
Algeria,Liberia,3,3,0,0,11
Algeria,Mali,3,2,0,1,2
Algeria,Mauritania,2,1,1,0,2
Algeria,Mexico,1,0,0,1,0
Algeria,Morocco,1,0,0,1,0
Algeria,Mozambique,2,2,0,0,6
Algeria,Netherlands,1,1,0,0,1
Algeria,Niger,4,4,0,0,11
Algeria,Nigeria,4,3,1,0,1
Algeria,Qatar,1,1,0,0,1
Algeria,Rwanda,2,2,0,0,4
Algeria,Saudi Arabia,1,1,0,0,2
Algeria,Senegal,3,3,0,0,3
Algeria,Sierra Leone,1,0,0,1,0
Algeria,Somalia,2,2,0,0,5
Algeria,South Africa,1,0,0,1,0
Algeria,Sudan,3,2,0,1,7
Algeria,Sweden,2,0,2,0,-3
Algeria,Syria,1,1,0,0,1
Algeria,Tanzania,3,2,0,1,5
Algeria,Togo,3,3,0,0,8
Algeria,Tunisia,4,3,0,1,5
Algeria,Uganda,4,4,0,0,5
Algeria,United Arab Emirates,1,0,0,1,0
Algeria,Uruguay,1,0,0,1,0
Algeria,Zambia,2,1,0,1,5
Algeria,Zimbabwe,3,2,0,1,4
American Samoa,Fiji,1,0,1,0,-9
American Samoa,Guam,1,0,1,0,-6
American Samoa,New Caledonia,1,0,1,0,-5
American Samoa,Northern Mariana Islands,1,0,1,0,-4
American Samoa,Samoa,2,0,2,0,-12
American Samoa,Solomon Islands,2,0,2,0,-24
American Samoa,Tahiti,1,0,1,0,-7
American Samoa,Tonga,1,0,1,0,-4
American Samoa,Tuvalu,1,0,0,1,0
American Samoa,United States Virgin Islands,1,0,1,0,-3
Andorra,Austria,1,0,1,0,-1
Andorra,Belarus,2,0,1,1,-1
Andorra,Bolivia,1,0,1,0,-1
Andorra,Cape Verde,1,0,1,0,-1
Andorra,England,4,0,4,0,-12
Andorra,Estonia,1,0,0,1,0
Andorra,Faroe Islands,2,0,2,0,-3
Andorra,Finland,1,0,1,0,-4
Andorra,France,2,0,2,0,-7
Andorra,Gibraltar,3,0,2,1,-2
Andorra,Grenada,1,1,0,0,1
Andorra,Hungary,2,0,2,0,-4
Andorra,Iceland,2,0,2,0,-4
Andorra,Iraq,1,0,1,0,-1
Andorra,Israel,2,0,2,0,-3
Andorra,Kosovo,3,0,2,1,-6
Andorra,Latvia,6,0,3,3,-9
Andorra,Liechtenstein,3,3,0,0,5
Andorra,Malta,4,0,2,2,-3
Andorra,Moldova,6,1,4,1,-4
Andorra,Montenegro,1,0,1,0,-2
Andorra,Northern Ireland,1,0,1,0,-2
Andorra,Poland,2,0,2,0,-6
Andorra,Portugal,1,0,1,0,-7
Andorra,Republic of Ireland,1,0,1,0,-3
Andorra,Romania,2,0,2,0,-6
Andorra,Saint Kitts and Nevis,1,1,0,0,1
Andorra,San Marino,4,3,0,1,7
Andorra,Serbia,2,0,2,0,-5
Andorra,South Africa,1,0,0,1,0
Andorra,Spain,1,0,1,0,-5
Andorra,Switzerland,2,0,2,0,-4
Andorra,Turkey,2,0,2,0,-3
Angola,Argentina,1,0,1,0,-2
Angola,Bahrain,1,1,0,0,3
Angola,Botswana,3,2,1,0,1
Angola,Burkina Faso,1,1,0,0,2
Angola,Cameroon,2,0,0,2,0
Angola,Cape Verde,2,0,1,1,-1
Angola,Central African Republic,3,3,0,0,5
Angola,Comoros,2,1,0,1,2
Angola,DR Congo,4,0,1,3,-1
Angola,Egypt,3,0,1,2,-1
Angola,Equatorial Guinea,1,0,0,1,0
Angola,Eswatini,2,1,0,1,1
Angola,Gabon,4,2,2,0,1
Angola,Gambia,4,2,2,0,-1
Angola,Ghana,4,1,1,2,0
Angola,Guinea-Bissau,2,2,0,0,3
Angola,Iran,1,0,1,0,-4
Angola,Lesotho,1,1,0,0,2
Angola,Libya,4,0,2,2,-2
Angola,Madagascar,2,0,0,2,0
Angola,Mali,1,0,1,0,-1
Angola,Mauritania,3,1,0,2,1
Angola,Mauritius,3,1,1,1,1
Angola,Morocco,1,0,1,0,-1
Angola,Mozambique,3,1,0,2,3
Angola,Namibia,1,1,0,0,3
Angola,Niger,2,2,0,0,3
Angola,Nigeria,1,0,1,0,-1
Angola,Seychelles,1,1,0,0,3
Angola,South Africa,2,0,1,1,-1
Angola,Sudan,2,1,0,1,1
Angola,Tunisia,1,0,0,1,0
Angola,Zambia,1,1,0,0,1
Angola,Zimbabwe,1,0,0,1,0
Anguilla,Bahamas,2,2,0,0,3
Anguilla,Barbados,1,0,1,0,-1
Anguilla,Belize,2,0,2,0,-2
Anguilla,Bonaire,2,0,2,0,-5
Anguilla,British Virgin Islands,1,0,1,0,-4
Anguilla,Cayman Islands,1,0,1,0,-4
Anguilla,Dominica,3,0,1,2,-3
Anguilla,Dominican Republic,1,0,1,0,-6
Anguilla,El Salvador,1,0,1,0,-3
Anguilla,Grenada,1,0,1,0,-2
Anguilla,Guatemala,2,0,2,0,-15
Anguilla,Panama,1,0,1,0,-13
Anguilla,Puerto Rico,3,0,3,0,-12
Anguilla,Saint Kitts and Nevis,1,0,1,0,-2
Anguilla,Saint Lucia,2,0,2,0,-3
Anguilla,Saint Martin,2,0,2,0,-14
Anguilla,Saint Vincent and the Grenadines,1,0,1,0,-6
Anguilla,Suriname,1,0,1,0,-4
Anguilla,Trinidad and Tobago,1,0,1,0,-15
Anguilla,Turks and Caicos Islands,4,1,1,2,1
Anguilla,United States Virgin Islands,1,0,1,0,-3
Antigua and Barbuda,Aruba,3,2,0,1,2
Antigua and Barbuda,Bahamas,2,1,0,1,3
Antigua and Barbuda,Barbados,2,1,1,0,0
Antigua and Barbuda,Bermuda,3,0,2,1,-2
Antigua and Barbuda,Cayman Islands,1,0,1,0,-1
Antigua and Barbuda,Cuba,3,0,3,0,-5
Antigua and Barbuda,Curaçao,1,1,0,0,1
Antigua and Barbuda,Dominica,2,0,1,1,-1
Antigua and Barbuda,Dominican Republic,2,0,2,0,-10
Antigua and Barbuda,El Salvador,1,0,1,0,-3
Antigua and Barbuda,Grenada,1,1,0,0,1
Antigua and Barbuda,Guadeloupe,3,2,1,0,-3
Antigua and Barbuda,Guatemala,1,0,1,0,-8
Antigua and Barbuda,Guyana,5,1,4,0,-16
Antigua and Barbuda,Honduras,1,0,1,0,-2
Antigua and Barbuda,Jamaica,2,0,2,0,-8
Antigua and Barbuda,Montserrat,1,0,0,1,0
Antigua and Barbuda,Puerto Rico,2,0,2,0,-6
Antigua and Barbuda,Saint Kitts and Nevis,1,0,1,0,-1
Antigua and Barbuda,United States Virgin Islands,1,1,0,0,3
Argentina,Australia,2,2,0,0,3
Argentina,Austria,1,1,0,0,2
Argentina,Bolivia,5,5,0,0,16
Argentina,Brazil,6,4,1,1,4
Argentina,Canada,2,2,0,0,4
Argentina,Chile,8,5,0,3,7
Argentina,Colombia,7,2,2,3,-1
Argentina,Costa Rica,1,1,0,0,2
Argentina,Croatia,1,1,0,0,3
Argentina,Curaçao,1,1,0,0,7
Argentina,Ecuador,8,5,1,2,10
Argentina,El Salvador,1,1,0,0,3
Argentina,Estonia,1,1,0,0,5
Argentina,France,1,0,0,1,0
Argentina,Germany,1,0,0,1,0
Argentina,Guatemala,1,1,0,0,3
Argentina,Honduras,2,2,0,0,5
Argentina,Iceland,1,1,0,0,3
Argentina,Indonesia,1,1,0,0,2
Argentina,Italy,1,1,0,0,3
Argentina,Jamaica,1,1,0,0,3
Argentina,Mauritania,1,1,0,0,1
Argentina,Mexico,2,2,0,0,6
Argentina,Morocco,1,1,0,0,1
Argentina,Netherlands,1,0,0,1,0
Argentina,Nicaragua,1,1,0,0,4
Argentina,Panama,1,1,0,0,2
Argentina,Paraguay,6,2,1,3,1
Argentina,Peru,5,5,0,0,8
Argentina,Poland,1,1,0,0,2
Argentina,Puerto Rico,1,1,0,0,6
Argentina,Qatar,1,1,0,0,2
Argentina,Saudi Arabia,1,0,1,0,-1
Argentina,United Arab Emirates,1,1,0,0,5
Argentina,Uruguay,6,4,1,1,4
Argentina,Venezuela,7,5,1,1,9
Argentina,Zambia,1,1,0,0,5
Armenia,Belarus,1,0,1,0,-1
Armenia,Bosnia and Herzegovina,2,1,1,0,1
Armenia,Croatia,3,0,2,1,-2
Armenia,Cyprus,1,0,0,1,0
Armenia,Czech Republic,1,0,1,0,-1
Armenia,Estonia,2,1,0,1,2
Armenia,Faroe Islands,2,0,1,1,-1
Armenia,Finland,2,0,2,0,-5
Armenia,Georgia,4,1,2,1,-7
Armenia,Germany,2,0,2,0,-9
Armenia,Greece,2,1,1,0,0
Armenia,Hungary,2,0,2,0,-3
Armenia,Iceland,2,1,0,1,2
Armenia,Italy,2,0,2,0,-10
Armenia,Kazakhstan,2,1,0,1,1
Armenia,Kosovo,3,0,2,1,-4
Armenia,Latvia,4,3,1,0,3
Armenia,Liechtenstein,4,2,0,2,4
Armenia,Moldova,1,0,0,1,0
Armenia,Montenegro,2,1,0,1,1
Armenia,North Macedonia,7,1,5,1,-11
Armenia,Norway,1,0,1,0,-9
Armenia,Portugal,2,0,2,0,-13
Armenia,Republic of Ireland,4,2,2,0,0
Armenia,Romania,2,1,1,0,0
Armenia,Scotland,2,0,2,0,-5
Armenia,Slovenia,1,0,1,0,-1
Armenia,Sweden,1,0,1,0,-2
Armenia,Turkey,2,0,1,1,-1
Armenia,Ukraine,2,0,2,0,-8
Armenia,Wales,2,1,0,1,2
Artsakh,Chameria,1,0,1,0,-3
Artsakh,Padania,1,1,0,0,2
Artsakh,Székely Land,1,1,0,0,1
Artsakh,Sápmi,1,1,0,0,1
Aruba,Barbados,2,1,0,1,3
Aruba,Bermuda,1,0,1,0,-5
Aruba,Cambodia,1,1,0,0,1
Aruba,Canada,1,0,1,0,-7
Aruba,Cayman Islands,3,3,0,0,7
Aruba,Curaçao,2,0,2,0,-6
Aruba,Dominican Republic,1,0,1,0,-2
Aruba,Guyana,2,0,2,0,-3
Aruba,Haiti,3,0,3,0,-9
Aruba,Jamaica,2,0,2,0,-8
Aruba,Liechtenstein,1,1,0,0,3
Aruba,Macau,1,1,0,0,3
Aruba,Puerto Rico,2,0,2,0,-5
Aruba,Saint Kitts and Nevis,2,0,2,0,-3
Aruba,Saint Lucia,2,0,1,1,-1
Aruba,Saint Martin,2,1,0,1,3
Aruba,Sint Maarten,2,0,2,0,-3
Aruba,Suriname,1,0,1,0,-6
Aruba,United States Virgin Islands,2,2,0,0,5
Australia,Bahrain,3,1,1,1,1
Australia,Bangladesh,2,2,0,0,9
Australia,Cameroon,1,1,0,0,1
Australia,Canada,1,1,0,0,1
Australia,China,4,3,0,1,7
Australia,Colombia,1,0,1,0,-3
Australia,Curaçao,1,1,0,0,4
Australia,Denmark,1,1,0,0,1
Australia,Ecuador,2,1,1,0,1
Australia,England,1,0,1,0,-1
Australia,France,1,0,1,0,-3
Australia,India,1,1,0,0,2
Australia,Indonesia,3,2,0,1,8
Australia,Japan,4,1,2,1,-2
Australia,Jordan,4,3,1,0,2
Australia,Kuwait,2,2,0,0,6
Australia,Lebanon,2,2,0,0,7
Australia,Mexico,2,0,1,1,-1
Australia,Nepal,2,2,0,0,8
Australia,New Zealand,5,5,0,0,8
Australia,Oman,2,1,0,1,2
Australia,Palestine,3,3,0,0,9
Australia,Peru,1,0,0,1,0
Australia,Saudi Arabia,4,1,1,2,0
Australia,South Korea,2,0,2,0,-2
Australia,Switzerland,1,0,0,1,0
Australia,Syria,2,2,0,0,2
Australia,Taiwan,2,2,0,0,10
Australia,Tunisia,1,1,0,0,1
Australia,Turkey,1,1,0,0,2
Australia,United Arab Emirates,2,1,1,0,0
Australia,United States,2,0,2,0,-3
Australia,Uzbekistan,2,0,0,2,0
Australia,Venezuela,1,0,1,0,-1
Australia,Vietnam,2,2,0,0,5
Austria,Azerbaijan,2,2,0,0,4
Austria,Belgium,2,0,1,1,-1
Austria,Bosnia and Herzegovina,2,1,0,1,1
Austria,Croatia,2,1,1,0,1
Austria,Cyprus,2,2,0,0,3
Austria,Denmark,4,0,4,0,-8
Austria,England,1,0,1,0,-1
Austria,Estonia,2,2,0,0,3
Austria,Faroe Islands,2,2,0,0,4
Austria,France,3,0,2,1,-3
Austria,Germany,1,1,0,0,2
Austria,Ghana,1,1,0,0,4
Austria,Greece,1,1,0,0,1
Austria,Israel,4,2,2,0,-1
Austria,Italy,2,1,1,0,1
Austria,Jordan,1,1,0,0,2
Austria,Kazakhstan,2,2,0,0,6
Austria,Latvia,2,1,1,0,5
Austria,Luxembourg,1,1,0,0,3
Austria,Moldova,3,2,0,1,5
Austria,Netherlands,2,1,1,0,-1
Austria,North Macedonia,3,3,0,0,6
Austria,Northern Ireland,2,2,0,0,2
Austria,Norway,4,2,1,1,4
Austria,Poland,3,1,1,1,1
Austria,Romania,4,2,2,0,0
Austria,San Marino,2,2,0,0,14
Austria,Scotland,3,0,1,2,-1
Austria,Serbia,3,1,1,1,-1
Austria,Slovakia,2,1,0,1,2
Austria,Slovenia,4,2,0,2,2
Austria,South Korea,1,1,0,0,1
Austria,Sweden,2,2,0,0,4
Austria,Switzerland,1,0,0,1,0
Austria,Tunisia,1,1,0,0,1
Austria,Turkey,2,1,1,0,4
Austria,Ukraine,1,1,0,0,1
Austria,Wales,1,0,1,0,-1
Aymara,Mapuche,1,0,1,0,-2
Aymara,Maule Sur,1,0,1,0,-1
Azerbaijan,Bahrain,1,1,0,0,1
Azerbaijan,Belarus,4,2,1,1,1
Azerbaijan,Belgium,2,0,2,0,-6
Azerbaijan,Bulgaria,1,0,0,1,0
Azerbaijan,Croatia,2,0,1,1,-1
Azerbaijan,Cyprus,2,1,0,1,1
Azerbaijan,Estonia,4,1,1,2,0
Azerbaijan,France,2,0,2,0,-5
Azerbaijan,Haiti,1,0,1,0,-3
Azerbaijan,Hungary,3,0,3,0,-4
Azerbaijan,Iceland,2,0,2,0,-7
Azerbaijan,Jordan,1,1,0,0,1
Azerbaijan,Kazakhstan,3,2,1,0,2
Azerbaijan,Latvia,2,0,1,1,-1
Azerbaijan,Lithuania,1,0,0,1,0
Azerbaijan,Luxembourg,4,0,3,1,-4
Azerbaijan,Malta,2,0,2,0,-3
Azerbaijan,Moldova,2,1,1,0,0
Azerbaijan,Mongolia,1,1,0,0,1
Azerbaijan,Montenegro,2,0,1,1,-2
Azerbaijan,North Macedonia,1,1,0,0,2
Azerbaijan,Portugal,2,0,2,0,-4
Azerbaijan,Qatar,2,0,1,1,-1
Azerbaijan,Republic of Ireland,2,0,1,1,-3
Azerbaijan,Saint Lucia,1,1,0,0,5
Azerbaijan,San Marino,1,1,0,0,1
Azerbaijan,Serbia,2,0,2,0,-3
Azerbaijan,Sierra Leone,1,0,0,1,0
Azerbaijan,Slovakia,6,1,5,0,-10
Azerbaijan,Slovenia,1,0,0,1,0
Azerbaijan,Sweden,4,1,3,0,-10
Azerbaijan,Turkey,1,0,1,0,-1
Azerbaijan,Ukraine,2,0,1,1,-1
Azerbaijan,Wales,2,0,2,0,-3
Bahamas,Barbados,2,0,2,0,-5
Bahamas,Bonaire,2,1,0,1,1
Bahamas,British Virgin Islands,3,2,1,0,1
Bahamas,Cayman Islands,1,0,1,0,-1
Bahamas,Costa Rica,1,0,1,0,-8
Bahamas,Dominica,1,0,1,0,-4
Bahamas,Grenada,1,0,1,0,-6
Bahamas,Guadeloupe,1,0,1,0,-2
Bahamas,Guyana,2,0,2,0,-5
Bahamas,Nicaragua,2,0,2,0,-6
Bahamas,Puerto Rico,3,0,3,0,-17
Bahamas,Saint Kitts and Nevis,2,0,2,0,-5
Bahamas,Saint Vincent and the Grenadines,2,1,0,1,1
Bahamas,Trinidad and Tobago,4,0,3,1,-10
Bahamas,Turks and Caicos Islands,3,2,1,0,6
Bahamas,United States Virgin Islands,2,1,0,1,2
Bahrain,Bangladesh,1,1,0,0,2
Bahrain,Belarus,1,0,1,0,-1
Bahrain,Burundi,1,1,0,0,1
Bahrain,Cambodia,2,2,0,0,9
Bahrain,Canada,1,0,0,1,0
Bahrain,Cape Verde,1,0,1,0,-1
Bahrain,China,2,0,2,0,-2
Bahrain,Curaçao,1,1,0,0,4
Bahrain,DR Congo,1,1,0,0,1
Bahrain,Djibouti,1,1,0,0,1
Bahrain,Georgia,1,0,1,0,-2
Bahrain,Haiti,1,1,0,0,5
Bahrain,Hong Kong,2,1,0,1,4
Bahrain,India,2,2,0,0,2
Bahrain,Indonesia,2,0,1,1,-1
Bahrain,Iran,2,1,1,0,-2
Bahrain,Iraq,7,2,1,4,2
Bahrain,Japan,3,0,3,0,-9
Bahrain,Jordan,4,2,2,0,0
Bahrain,Kuwait,6,4,1,1,4
Bahrain,Kyrgyzstan,2,2,0,0,4
Bahrain,Lebanon,1,1,0,0,2
Bahrain,Malaysia,3,3,0,0,4
Bahrain,Morocco,1,0,1,0,-1
Bahrain,Myanmar,1,1,0,0,2
Bahrain,Nepal,2,2,0,0,8
Bahrain,New Zealand,1,0,1,0,-1
Bahrain,Oman,4,1,2,1,-3
Bahrain,Palestine,1,0,1,0,-1
Bahrain,Panama,1,0,1,0,-2
Bahrain,Philippines,1,1,0,0,1
Bahrain,Qatar,3,1,1,1,0
Bahrain,Saudi Arabia,6,2,2,2,-2
Bahrain,Serbia,1,0,1,0,-4
Bahrain,Somalia,1,0,1,0,-1
Bahrain,South Korea,2,0,2,0,-3
Bahrain,Sudan,1,1,0,0,2
Bahrain,Syria,2,2,0,0,3
Bahrain,Tajikistan,1,1,0,0,1
Bahrain,Thailand,3,1,2,0,-2
Bahrain,Turkmenistan,2,1,0,1,1
Bahrain,Uganda,1,1,0,0,2
Bahrain,Ukraine,1,0,0,1,0
Bahrain,United Arab Emirates,6,2,2,2,0
Bahrain,Yemen,3,1,1,1,1
Bangladesh,Bhutan,6,5,1,0,9
Bangladesh,Cambodia,3,3,0,0,3
Bangladesh,Hong Kong,2,0,1,1,-1
Bangladesh,India,5,1,1,3,-1
Bangladesh,Indonesia,1,0,0,1,0
Bangladesh,Kuwait,1,0,1,0,-1
Bangladesh,Kyrgyzstan,1,0,1,0,-3
Bangladesh,Laos,2,1,0,1,1
Bangladesh,Lebanon,3,0,2,1,-6
Bangladesh,Malawi,1,0,0,1,0
Bangladesh,Malaysia,1,0,1,0,-3
Bangladesh,Maldives,8,4,3,1,0
Bangladesh,Mongolia,1,0,0,1,0
Bangladesh,Nepal,8,1,2,5,-1
Bangladesh,Oman,2,0,2,0,-6
Bangladesh,Palestine,3,0,3,0,-8
Bangladesh,Qatar,2,0,2,0,-7
Bangladesh,San Marino,1,1,0,0,1
Bangladesh,Seychelles,3,1,1,1,0
Bangladesh,Singapore,1,0,1,0,-1
Bangladesh,Sri Lanka,2,1,1,0,0
Bangladesh,Turkmenistan,1,0,1,0,-1
Bangladesh,Vietnam,1,0,1,0,-3
Barawa,Kernow,1,0,1,0,-5
Barbados,Bermuda,1,0,1,0,-7
Barbados,Bonaire,1,1,0,0,1
Barbados,Canada,2,0,2,0,-6
Barbados,Cayman Islands,2,1,1,0,2
Barbados,Cuba,2,0,2,0,-4
Barbados,Curaçao,1,0,1,0,-3
Barbados,Dominica,3,0,0,3,0
Barbados,Dominican Republic,3,0,2,1,-8
Barbados,Grenada,3,1,0,2,3
Barbados,Guadeloupe,2,0,2,0,-2
Barbados,Guyana,3,0,3,0,-10
Barbados,Haiti,1,0,1,0,-2
Barbados,Montserrat,2,0,2,0,-3
Barbados,Nicaragua,3,0,3,0,-9
Barbados,Panama,1,0,1,0,-1
Barbados,Saint Lucia,1,0,1,0,-1
Barbados,Saint Martin,3,1,2,0,1
Barbados,Saint Vincent and the Grenadines,1,0,1,0,-1
Barbados,Suriname,1,0,1,0,-1
Barbados,Trinidad and Tobago,1,0,1,0,-9
Barbados,United States Virgin Islands,4,4,0,0,13
Basque Country,Costa Rica,1,1,0,0,1
Basque Country,Panama,1,0,0,1,0
Belarus,Belgium,2,0,2,0,-9
Belarus,Bulgaria,2,0,0,2,0
Belarus,Burkina Faso,1,0,0,1,0
Belarus,Cyprus,1,1,0,0,1
Belarus,Czech Republic,2,0,2,0,-3
Belarus,Denmark,2,0,1,1,-6
Belarus,Estonia,4,2,1,1,1
Belarus,Georgia,1,0,1,0,-1
Belarus,Germany,2,0,2,0,-6
Belarus,Greece,2,0,1,1,-4
Belarus,Honduras,1,0,0,1,0
Belarus,India,1,1,0,0,3
Belarus,Israel,3,0,3,0,-6
Belarus,Jordan,1,1,0,0,1
Belarus,Kazakhstan,5,3,1,1,5
Belarus,Kosovo,2,2,0,0,2
Belarus,Lithuania,2,1,0,1,2
Belarus,Luxembourg,2,1,0,1,1
Belarus,Malta,1,0,0,1,0
Belarus,Montenegro,2,0,2,0,-4
Belarus,Netherlands,2,0,2,0,-5
Belarus,Northern Ireland,4,0,3,1,-4
Belarus,Oman,1,0,1,0,-2
Belarus,Romania,3,0,2,1,-3
Belarus,Russia,2,0,2,0,-7
Belarus,Scotland,2,0,2,0,-3
Belarus,Slovakia,2,0,1,1,-1
Belarus,Switzerland,2,0,1,1,-5
Belarus,Syria,2,2,0,0,4
Belarus,Tajikistan,1,1,0,0,5
Belarus,Wales,3,0,3,0,-6
Belgium,Burkina Faso,1,1,0,0,3
Belgium,Canada,1,1,0,0,1
Belgium,Croatia,3,2,0,1,3
Belgium,Cyprus,2,2,0,0,7
Belgium,Czech Republic,2,1,0,1,3
Belgium,Denmark,3,3,0,0,5
Belgium,Egypt,2,0,1,1,-1
Belgium,England,3,1,1,1,1
Belgium,Estonia,4,4,0,0,13
Belgium,Finland,1,1,0,0,2
Belgium,France,4,0,4,0,-5
Belgium,Germany,1,1,0,0,1
Belgium,Greece,1,0,0,1,0
Belgium,Iceland,2,2,0,0,5
Belgium,Iran,1,0,0,1,0
Belgium,Israel,2,1,1,0,1
Belgium,Italy,4,0,3,1,-3
Belgium,Ivory Coast,1,0,0,1,0
Belgium,Kazakhstan,4,3,0,1,11
Belgium,Liechtenstein,2,2,0,0,13
Belgium,Luxembourg,1,1,0,0,3
Belgium,Mexico,1,0,0,1,0
Belgium,Montenegro,1,1,0,0,2
Belgium,Morocco,1,0,1,0,-2
Belgium,Netherlands,2,0,2,0,-4
Belgium,North Macedonia,2,0,0,2,0
Belgium,Poland,2,2,0,0,6
Belgium,Portugal,1,1,0,0,1
Belgium,Republic of Ireland,2,0,0,2,0
Belgium,Romania,1,1,0,0,2
Belgium,Russia,3,3,0,0,8
Belgium,San Marino,2,2,0,0,13
Belgium,Scotland,2,2,0,0,7
Belgium,Serbia,1,1,0,0,1
Belgium,Slovakia,1,0,1,0,-1
Belgium,Sweden,2,1,0,1,3
Belgium,Switzerland,1,1,0,0,1
Belgium,Tunisia,1,1,0,0,5
Belgium,Ukraine,3,1,1,1,1
Belgium,United States,1,1,0,0,3
Belgium,Wales,6,4,0,2,6
Belize,Bermuda,2,0,1,1,-1
Belize,Costa Rica,2,0,2,0,-12
Belize,Cuba,1,0,1,0,-3
Belize,Dominican Republic,2,0,2,0,-4
Belize,French Guiana,8,4,2,2,2
Belize,Grenada,2,0,2,0,-2
Belize,Guatemala,2,0,2,0,-3
Belize,Guyana,3,0,3,0,-5
Belize,Haiti,1,0,1,0,-2
Belize,Montserrat,1,0,1,0,-1
Belize,Nicaragua,4,0,3,1,-11
Belize,Panama,1,0,1,0,-2
Belize,Puerto Rico,2,1,0,1,3
Belize,Saint Kitts and Nevis,3,2,1,0,1
Belize,Saint Martin,1,1,0,0,1
Belize,Saint Vincent and the Grenadines,4,1,2,1,-3
Belize,Sint Maarten,1,0,1,0,-1
Belize,Turks and Caicos Islands,3,3,0,0,12
Benin,Botswana,1,1,0,0,1
Benin,Burkina Faso,1,0,1,0,-3
Benin,Cameroon,1,0,0,1,0
Benin,DR Congo,3,0,2,1,-3
Benin,Egypt,1,0,1,0,-2
Benin,Gabon,1,1,0,0,2
Benin,Ghana,1,0,0,1,0
Benin,Guinea,2,2,0,0,2
Benin,Guinea-Bissau,1,0,0,1,0
Benin,Ivory Coast,2,1,0,1,1
